"contrast","gene","log2FoldChange","baseMean","stat","pvalue","padj","positive_group","negative_group","positive_n","negative_n"
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","GSDMC",0.451793833333333,6.74648475,5.83295530641375,4.69848011965626e-08,4.75702396053534e-07,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","ACSS2",0.0173211666666795,8.79235275,0.205640859441163,0.837419340399518,0.894457887504894,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","X234322_AT",-0.0390841666666653,6.28845658333333,-1.16137137577658,0.247792063540539,0.371211464495507,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","X234326_AT",0.121692499999999,4.73122191666667,1.31783053884889,0.190066573768472,0.303216564874381,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","RP11-1007O24-3",0.12886800000001,6.75048716666667,2.54396937976981,0.0122279889126955,0.0321628806809544,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","RP4-730D4-1",0.0355621666666712,5.02218591666667,0.812002432403874,0.418395456665309,0.550166352378814,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","X234330_AT",-0.00373249999999592,3.85756241666667,-0.154831190201721,0.877214097372324,0.921643070427563,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","KIAA2022",0.20718905555556,4.42902097222222,2.70927369856059,0.00772848100224606,0.0217235751501689,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","RP4-614O4-12",-0.151914833333327,3.99742591666667,-2.47333665733465,0.0147830271978494,0.0377458456242767,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","LOC91548",0.152291500000013,8.21530008333334,2.84063767533087,0.00528961693996183,0.0156886127520097,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","LOC100288675",0.00756516666666762,4.99743575,0.0820231415028651,0.93476474340554,0.959158048727107,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","LOC101929683",0.154837666666669,5.4557025,3.17945980887624,0.00187681990138371,0.00640339831259254,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","X234346_X_AT",-0.0122888333333311,4.25612575,-0.280500814877395,0.77957552078143,0.85253661953555,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","X234348_AT",-0.0377359999999927,4.10398666666667,-1.14777342135295,0.253341444003267,0.377812195711031,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","SSPO",0.175512833333342,7.12396158333333,3.42277429814339,0.000848062150063116,0.00322294049876259,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","X234352_X_AT",-0.0179356666666619,3.39301383333333,-0.968015032480134,0.334980644482499,0.466476881694214,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","X234357_AT",0.0707150000000034,4.62615566666666,0.933820276617613,0.352268766583783,0.48449917675902,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","X234358_AT",0.0226948333333374,3.54318091666667,0.925251661392357,0.356688944425226,0.48896981590153,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","X234359_AT",0.429298500000009,7.00467858333334,6.30064917331235,5.06686754874088e-09,6.19628363706876e-08,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","RPL7AP71",-0.0472454999999945,6.03820608333333,-1.10918862651951,0.269563149823194,0.39631146844205,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","CREB3L3",0.0298086666666695,4.46803566666667,0.677597236299301,0.499329315327956,0.625460955578162,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","OR6B1",-0.0508276666666605,4.31515066666667,-1.57491893352527,0.117903661200906,0.208814160210379,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","X234364_AT",0.0857525000000097,5.97275508333334,2.40018693464067,0.0179212452734419,0.044305959348107,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","RP11-357G3-1",0.0590190000000046,5.987357,0.989604065183148,0.324355651397747,0.455292809317378,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
